Volatility 3 Framework 2.5.2

Offset	Name	Size
0xa48e0017fab0	\$Directory	216
0xa48e0017fdd0	\Windows\System32\AppXApplicabilityBlob.dll	216
0xa48e001800f0	\Windows\System32\en-US\shell32.dll.mui	216
0xa48e00180280	\Windows\ImmersiveControlPanel\images\splashscreen.scale-100.png	216
0xa48e00180410	\Windows\System32\wuapihost.exe	216
0xa48e001805a0	\$Directory	216
0xa48e00180730	\Windows\System32\upnphost.dll	216
0xa48e001808c0	\Windows\System32\wuapi.dll	216
0xa48e00180a50	\Windows\System32\en-US\upnphost.dll.mui	216
0xa48e00180d70	\Windows\System32\en-US\themeui.dll.mui	216
0xa48e00181090	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge	216
0xa48e00181220	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\http___www_virtualbox_org	216
0xa48e001813b0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\57C8EDB95DF3F0AD4EE2DC2B8CFD4157	216
0xa48e00181540	\Windows\System32\wups.dll	216
0xa48e001816d0	\Windows\System32\en-US\mswsock.dll.mui	216
0xa48e00181860	\Windows\System32\en-US\ie4uinit.exe.mui	216
0xa48e001819f0	\$Directory	216
0xa48e00181b80	\Users\santaclaus\AppData\Local\Microsoft\Credentials\DFBE70A7E5CC19A398EBF1B96859CE5D	216
0xa48e00181d10	\Windows\System32\ie4uinit.exe	216
0xa48e00181ea0	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_Explorer	216
0xa48e001821c0	\Users\santaclaus\AppData\Local\Microsoft\Credentials	216
0xa48e00182350	\ProgramData\Microsoft\Windows Defender\Definition Updates\{B462FD51-3A2A-4553-9E1A-A22D85259D14}\mpasdlta.vdm	216
0xa48e001824e0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{B462FD51-3A2A-4553-9E1A-A22D85259D14}\mpasbase.vdm	216
0xa48e00182670	\Windows\ImmersiveControlPanel\resources.pri	216
0xa48e00182800	\Windows\System32\wups2.dll	216
0xa48e00182b20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xa48e00182cb0	\Windows\System32\en-US\oleaccrc.dll.mui	216
0xa48e00182e40	\Windows\System32\en-US\mshtml.dll.mui	216
0xa48e00183160	\Windows\System32\mshtml.dll	216
0xa48e001832f0	\Windows\System32\en-US\crypt32.dll.mui	216
0xa48e00183480	\ProgramData\Microsoft\Windows Defender\Definition Updates\{B462FD51-3A2A-4553-9E1A-A22D85259D14}\mpavbase.vdm	216
0xa48e00183610	\Windows\System32\thumbcache.dll	216
0xa48e001837a0	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0xa48e00183930	\ProgramData\Microsoft\Windows Defender\Definition Updates\{B462FD51-3A2A-4553-9E1A-A22D85259D14}\mpavdlta.vdm	216
0xa48e00183ac0	\Windows\WindowsUpdate.log	216
0xa48e00183de0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx	216
0xa48e00184100	\Windows\System32\edputil.dll	216
0xa48e00184420	\$Directory	216
0xa48e001845b0	\Windows\rescache\_merged\987641329\2565737278.pri	216
0xa48e00184740	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	216
0xa48e001848d0	\Windows\System32\SndVolSSO.dll	216
0xa48e00184d80	\Windows\System32\oleacc.dll	216
0xa48e001850a0	\Windows\System32\oleaccrc.dll	216
0xa48e00185230	\CMApi	216
0xa48e001853c0	\Windows\Fonts\StaticCache.dat	216
0xa48e001856e0	\Windows\System32\en-US\propsys.dll.mui	216
0xa48e00185870	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-S-1-5-21-3332525068-379811306-1208854187-1001.dat	216
0xa48e00185a00	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xa48e00185d20	\CMNotify	216
0xa48e00185eb0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx	216
0xa48e0021d7f0	\Windows\System32\drivers\WdNisDrv.sys	216
0xa48e002233f0	\Windows\System32\config\DRIVERS	216
0xa48e003921e0	\Dev\Query	216
0xa48e00392500	\Windows\System32\twinui.dll	216
0xa48e00392820	\Windows\System32\pdh.dll	216
0xa48e003929b0	\Windows\System32	216
0xa48e00392b40	\Windows\Branding\Basebrd\en-US\basebrd.dll.mui	216
0xa48e00392cd0	\Users\santaclaus\AppData\Roaming\Microsoft\Windows\Themes\CachedFiles\CachedImage_1024_768_POS4.jpg	216
0xa48e00392e60	\Windows\System32\svchost.exe	216
0xa48e00393180	\Windows\SoftwareDistribution\DataStore\Logs\edb.chk	216
0xa48e00393310	\Windows\System32\en-US\APMon.dll.mui	216
0xa48e003934a0	\Windows\System32\ntshrui.dll	216
0xa48e00393630	\Windows\System32\en-US\user32.dll.mui	216
0xa48e003937c0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xa48e00393950	\Dev\Query	216
0xa48e00393ae0	\Windows\explorer.exe	216
0xa48e00393c70	\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx	216
0xa48e00393e00	\Windows\System32\en-US\svchost.exe.mui	216
0xa48e00394120	\Windows\INF\oem3.PNF	216
0xa48e003942b0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.67	216
0xa48e00394440	\ProgramData\Microsoft\Diagnosis\DownloadedSettings\telemetry.P-Eco3PTelDefault.json.new	216
0xa48e00394760	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.6C	216
0xa48e003948f0	\Windows\System32\win32kbase.sys	216
0xa48e00394a80	\Windows\SoftwareDistribution\DataStore\DataStore.edb	216
0xa48e00394c10	\Windows\System32\ApplicationFrame.dll	216
0xa48e00394da0	\Windows\System32\cscapi.dll	216
0xa48e003950c0	\Windows\System32\cldapi.dll	216
0xa48e00395250	\Windows\SoftwareDistribution\DataStore\Logs\edb.log	216
0xa48e003953e0	\Users\desktop.ini	216
0xa48e00395570	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db	216
0xa48e00395700	\Users\santaclaus\AppData\Local\IconCache.db	216
0xa48e00395890	\Users\santaclaus\Pictures	216
0xa48e00395bb0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xa48e00395d40	\Windows\SystemResources\imageres.dll.mun	216
0xa48e00395ed0	\CMApi	216
0xa48e003961f0	\ProgramData\Microsoft\Diagnosis\DownloadedSettings\telemetry.P-ARIA-7005b72804a64fa4b2138faab88f877b-14cf798a-05a4-4b7b-9d02-4d99259ebd4a-7553.json.new	216
0xa48e00396380	\Windows\System32\swprv.dll	216
0xa48e003966a0	\Windows\SoftwareDistribution\DataStore\DataStore.jfm	216
0xa48e00396830	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db	216
0xa48e003969c0	\Windows\System32\en-US\imageres.dll.mui	216
0xa48e00396ce0	\Windows\System32\en-US\windows.storage.dll.mui	216
0xa48e00396e70	\Windows\System32\en-US\propsys.dll.mui	216
0xa48e00397190	\Users\santaclaus\Pictures	216
0xa48e00397640	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db	216
0xa48e003977d0	\Windows\System32\imageres.dll	216
0xa48e00397af0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe.config	216
0xa48e00397c80	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db	216
0xa48e00397e10	\Windows\System32\dllhost.exe	216
0xa48e00398130	\Windows\System32\drvstore.dll	216
0xa48e003982c0	\Users\Public\desktop.ini	216
0xa48e00398450	\$Directory	216
0xa48e003985e0	\Windows\System32\Windows.Internal.UI.Shell.WindowTabManager.dll	216
0xa48e00398770	\Windows\System32\SearchIndexer.exe	216
0xa48e00398900	\lsass	216
0xa48e00398a90	\Windows\System32\spool\drivers\x64\3\PrintConfig.dll	216
0xa48e00398c20	\$Directory	216
0xa48e00398db0	\Windows\SystemResources\ShellComponents\ShellComponents.pri	216
0xa48e003990d0	\Windows\System32\vbscript.dll	216
0xa48e00399260	\Windows\System32\en-US\twinui.pcshell.dll.mui	216
0xa48e003993f0	\Windows\System32\Windows.Shell.BlueLightReduction.dll	216
0xa48e00399580	\SwDevice	216
0xa48e00399710	\Windows\System32\SyncInfrastructure.dll	216
0xa48e003998a0	\Windows\rescache\_merged\2795630073\1151388616.pri	216
0xa48e00399a30	\Windows\System32\win32spl.dll	216
0xa48e00399bc0	\Windows\System32\normidna.nls	216
0xa48e00399d50	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.6C	216
0xa48e00399ee0	\Windows\System32\NPSM.dll	216
0xa48e0039a200	\Windows\System32\Windows.Internal.Signals.dll	216
0xa48e0039a390	\Windows\System32\mssprxy.dll	216
0xa48e0039a520	\Dev\Query	216
0xa48e0039a6b0	\Windows\System32\spool\prtprocs\x64\winprint.dll	216
0xa48e0039a840	\Windows\System32\Windows.Web.dll	216
0xa48e0039a9d0	\Users\santaclaus\AppData\Local\Microsoft\PenWorkspace\DiscoverCacheData.dat	216
0xa48e0039ab60	\Windows\System32\en-US\win32spl.dll.mui	216
0xa48e0039acf0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.79	216
0xa48e0039ae80	\Windows\System32\OEMDefaultAssociations.dll	216
0xa48e0039b1a0	\Windows\System32\AboveLockAppHost.dll	216
0xa48e0039b330	\Windows\System32\prntvpt.dll	216
0xa48e0039b4c0	\Windows\System32\inetpp.dll	216
0xa48e0039b650	\Windows\System32\Unistore.dll	216
0xa48e0039b7e0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm	216
0xa48e0039b970	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.7E	216
0xa48e0039bb00	\Users\santaclaus\AppData\Local\ConnectedDevicesPlatform\L.santaclaus\ActivitiesCache.db-wal	216
0xa48e0039be20	\Windows\System32\windows.applicationmodel.datatransfer.dll	216
0xa48e0039c140	\$Directory	216
0xa48e0039c460	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.A0	216
0xa48e0039c5f0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.A0	216
0xa48e0039c910	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.83	216
0xa48e0039caa0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.5B	216
0xa48e0039cdc0	\Windows\System32\en-US\SearchIndexer.exe.mui	216
0xa48e0039d270	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.7E	216
0xa48e0039d590	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.80	216
0xa48e0039d720	\Users\santaclaus\AppData\Local\ConnectedDevicesPlatform\L.santaclaus\ActivitiesCache.db-shm	216
0xa48e0039d8b0	\Windows\System32\TaskFlowDataEngine.dll	216
0xa48e0039da40	\Users\santaclaus\AppData\Local\ConnectedDevicesPlatform\L.santaclaus\ActivitiesCache.db	216
0xa48e0039dbd0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.87	216
0xa48e0039dd60	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.5B	216
0xa48e0039def0	\CMApi	216
0xa48e0039e080	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.87	216
0xa48e0039e210	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db	216
0xa48e0039e3a0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.80	216
0xa48e0039e530	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-AAF707F92B7FDB752E5DFB4B43017866D2A0869B.bin.7C	216
0xa48e0039e6c0	\Windows\System32\SearchIndexer.exe	216
0xa48e0039e850	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal	216
0xa48e0039eb70	\Windows\INF\spaceport.PNF	216
0xa48e0039ed00	\Dev\Query	216
0xa48e0039ee90	\Dev\Query	216
0xa48e0039f1b0	\Windows\INF\umbus.PNF	216
0xa48e0039f340	\CMNotify	216
0xa48e0039f4d0	\Windows\System32\en-US\wlrmdr.exe.mui	216
0xa48e0039f660	\Windows\INF\cmbatt.PNF	216
0xa48e0039f7f0	\Windows\System32\mobsync.exe	216
0xa48e0039fca0	\Windows\INF\input.PNF	216
0xa48e0039fe30	\Windows\System32\wbem\wmiutils.dll	216
0xa48e003a0150	\Users\santaclaus\AppData\Local\Microsoft\Windows\Caches\{2B466935-B905-4D30-88C9-B63C603DA134}.3.ver0x0000000000000001.db	216
0xa48e003a0470	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.ConsoleHost\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.ConsoleHost.dll	216
0xa48e003a0600	\Windows\System32\DeviceDirectoryClient.dll	216
0xa48e003a0790	\Windows\System32\DictationManager.dll	216
0xa48e003a0920	\Dev\Query	216
0xa48e003a0ab0	\Windows\System32\en-US\SearchIndexer.exe.mui	216
0xa48e003a0c40	\Windows\System32\en-US\inetpp.dll.mui	216
0xa48e003a0dd0	\CMNotify	216
0xa48e003a10f0	\Windows\System32	216
0xa48e003a1280	\Windows\System32\wbem\wbemprox.dll	216
0xa48e003a1410	\Windows\System32\en-US\ESENT.dll.mui	216
0xa48e003a15a0	\$Directory	216
0xa48e003a1a50	\Windows\INF\volmgr.PNF	216
0xa48e003a1be0	\Dev\Query	216
0xa48e003a1d70	\Windows\CSC	216
0xa48e003a2220	\Windows\INF\hal.PNF	216
0xa48e003a23b0	\$Directory	216
0xa48e003a2540	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	216
0xa48e003a26d0	\Windows\System32\wbem\esscli.dll	216
0xa48e003a2860	\Windows\System32\wbem\wbemsvc.dll	216
0xa48e003a29f0	\Windows\System32\Windows.UI.Core.TextInput.dll	216
0xa48e003a2b80	\Windows\INF\compositebus.PNF	216
0xa48e003a2d10	\Windows\CSC\v2.0.6	216
0xa48e003a2ea0	\Windows\System32\spool\drivers\x64\PCC	216
0xa48e003a31c0	\Windows\INF\hdaudio.PNF	216
0xa48e003a3350	\Windows\System32\wbem\wbemcore.dll	216
0xa48e003a34e0	\Windows\INF\wvid.PNF	216
0xa48e003a3670	\Windows\INF\pci.PNF	216
0xa48e003a3800	\Windows\CSC\v2.0.6\temp	216
0xa48e003a3990	\$Directory	216
0xa48e003a3b20	\Windows\System32\wbem\fastprox.dll	216
0xa48e003a3cb0	\Windows\INF\basicdisplay.PNF	216
0xa48e003a4160	\$Directory	216
0xa48e003a42f0	\Windows\System32\en-US\ESENT.dll.mui	216
0xa48e003a4480	\Windows\INF\msmouse.PNF	216
0xa48e003a4610	\Windows\INF\vdrvroot.PNF	216
0xa48e003a47a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb0000	216
0xa48e003a4930	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jcp	216
0xa48e003a4ac0	\Windows\Prefetch\WMIPRVSE.EXE-1628051C.pf	216
0xa48e003a4c50	\Sessions\1\AppContainerNamedObjects\S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000	216
0xa48e003a4de0	\Windows\System32\spool\drivers\x64\PCC	216
0xa48e003a5100	\Windows\System32\spool\drivers\x64\PCC	216
0xa48e003a5290	\Windows\INF\ndisvirtualbus.PNF	216
0xa48e003a5420	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xa48e003a55b0	\$Directory	216
0xa48e003a5740	\Windows\System32\wbem\repdrvfs.dll	216
0xa48e003a58d0	\Windows\CSC\v2.0.6\namespace	216
0xa48e003a5a60	\SwDevice	216
0xa48e003a5bf0	\SwDevice	216
0xa48e003a5d80	\Windows\System32\prnfldr.dll	216
0xa48e003a60a0	\SwDevice	216
0xa48e003a6230	\$Directory	216
0xa48e003a63c0	\Windows\INF\hdaudbus.PNF	216
0xa48e003a6550	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xa48e003a66e0	\Windows\INF\basicrender.PNF	216
0xa48e003a6870	\Windows\System32\ShellCommonCommonProxyStub.dll	216
0xa48e003a6a00	\Windows\INF\mssmbios.PNF	216
0xa48e003a6b90	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm	216
0xa48e003a6d20	\Windows\System32\en-US\dsreg.dll.mui	216
0xa48e003a6eb0	\Windows\INF\keyboard.PNF	216
0xa48e003a71d0	æˆ”	216
0xa48e003a7360	sm	216
0xa48e003a74f0	\Windows\INF\acpi.PNF	216
0xa48e003a7680	\Windows\INF\mshdc.PNF	216
0xa48e003a7810	\Windows\System32\SyncCenter.dll	216
0xa48e003a79a0	\Windows\System32\drivers\USBXHCI.SYS	216
0xa48e003a7b30	\Windows\CSC\v2.0.6\pq	216
0xa48e003a7cc0	\Windows\INF\oem2.PNF	216
0xa48e003a8170	\Windows\System32\wbem\WmiPrvSD.dll	216
0xa48e003a8300	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3332525068-379811306-1208854187-1001.pckgdep	216
0xa48e003a8490	\Windows\System32\wbem\WmiPerfClass.dll	216
0xa48e003a8620	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pb378ec07#\4bc9a490e09c4482905e650c6310216b\Microsoft.PowerShell.ConsoleHost.ni.dll.aux	216
0xa48e003a87b0	\Windows\System32\ncobjapi.dll	216
0xa48e003a8940	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xa48e003a8ad0	\$Directory	216
0xa48e003a8df0	\Windows\System32\amsi.dll	216
0xa48e003a9110	\Windows\INF\swenum.PNF	216
0xa48e003a92a0	\Windows\System32\LicenseManagerApi.dll	216
0xa48e003a9430	\Windows\System32\wbem\cimwin32.dll	216
0xa48e003a9c00	\Windows\System32\TpmCoreProvisioning.dll	216
0xa48e003a9d90	\Windows\INF\rdpbus.PNF	216
0xa48e003aa0b0	\$Directory	216
0xa48e003aa3d0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy	216
0xa48e003aa6f0	\Windows\System32\cflapi.dll	216
0xa48e003aa880	\Windows\System32\en-US\KernelBase.dll.mui	216
0xa48e003aaba0	\Program Files\Windows Defender\MpOAV.dll	216
0xa48e003aad30	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xa48e003ab1e0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartUI.dll	216
0xa48e003ab370	\Users\santaclaus\AppData\Local\Microsoft\GameDVR	216
0xa48e003ab690	\Windows\System32\wmi.dll	216
0xa48e003ab820	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000	216
0xa48e003ab9b0	\Windows\System32\schedcli.dll	216
0xa48e003abcd0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.001	216
0xa48e003abe60	\Windows\System32\en-US\vsstrace.dll.mui	216
0xa48e003ac180	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0xa48e003ac310	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm	216
0xa48e003ac4a0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2	216
0xa48e003ac950	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xa48e003acae0	\$Directory	216
0xa48e003acc70	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.gthr	216
0xa48e003ace00	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.Crwl	216
0xa48e003ad120	\Windows\System32\security.dll	216
0xa48e003ad2b0	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\resources.pri	216
0xa48e003ad440	\CMApi	216
0xa48e003ad5d0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.001	216
0xa48e003ad760	\Windows\SystemResources\Windows.UI.ShellCommon\Windows.UI.ShellCommon.pri	216
0xa48e003ad8f0	\Windows\System32\framedynos.dll	216
0xa48e003ada80	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xa48e003adc10	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000	216
0xa48e003adda0	\Windows\System32\wbem\wmipcima.dll	216
0xa48e003ae0c0	\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll	216
0xa48e003ae250	\Windows\SystemResources\tquery.dll.mun	216
0xa48e003ae570	\Windows\System32\wuauclt.exe	216
0xa48e003ae700	\Windows\System32\wuuhosdeployment.dll	216
0xa48e003aebb0	\Windows\System32\RuntimeBroker.exe	216
0xa48e003aed40	\Windows\System32\wuuhext.dll	216
0xa48e003aeed0	\$Directory	216
0xa48e003af1f0	\System Volume Information\IndexerVolumeGuid	216
0xa48e003af510	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv759bfb78#\e587f4d1e276d0e50c841128615a5933\System.ServiceProcess.ni.dll.aux	216
0xa48e003af6a0	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\StartUnifiedTileModelCache.dat	216
0xa48e003af830	\Windows\System32\wuaueng.dll	216
0xa48e003af9c0	\$Directory	216
0xa48e003afb50	\$Directory	216
0xa48e003afe70	\Windows\System32\Windows.Storage.ApplicationData.dll	216
0xa48e003b0190	\Windows\System32\RuntimeBroker.exe	216
0xa48e003b0320	\$Directory	216
0xa48e003b04b0	\Windows\rescache\_merged\1662309566\2045723749.pri	216
0xa48e003b0640	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat	216
0xa48e003b07d0	\SearchTextHarvester	216
0xa48e003b0960	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1	216
0xa48e003b0af0	\Windows\System32\wmi.dll	216
0xa48e003b0c80	\Windows\System32\schedcli.dll	216
0xa48e003b0e10	\$Directory	216
0xa48e003b1130	\Windows\System32\wuapi.dll	216
0xa48e003b12c0	\Windows\System32\updatepolicy.dll	216
0xa48e003b1450	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2	216
0xa48e003b15e0	\Windows\bcastdvr	216
0xa48e003b1770	\CMNotify	216
0xa48e003b1900	\CMNotify	216
0xa48e003b1c20	\$Directory	216
0xa48e003b1db0	\Windows\System32\Windows.Globalization.Fontgroups.dll	216
0xa48e003b20d0	\$Directory	216
0xa48e003b2260	\CMNotify	216
0xa48e003b23f0	\Windows\System32\SearchProtocolHost.exe	216
0xa48e003b2580	\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-0CB8CADE.pf	216
0xa48e003b2710	\Windows\SystemResources\Windows.UI.ShellCommon\pris\Windows.UI.ShellCommon.en-US.pri	216
0xa48e003b28a0	\$Directory	216
0xa48e003b2bc0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3332525068-379811306-1208854187-1001.pckgdep	216
0xa48e003b2d50	\Windows\System32\fontgroupsoverride.dll	216
0xa48e003b2ee0	\Windows\Fonts\segmdl2.ttf	216
0xa48e003b3200	\lsass	216
0xa48e003b3390	\CMApi	216
0xa48e003b3520	\CMNotify	216
0xa48e003b36b0	\Windows\System32\en-US\windows.storage.dll.mui	216
0xa48e003b3840	\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx	216
0xa48e003b39d0	\Windows\System32\Windows.Internal.Shell.Broker.dll	216
0xa48e003b3b60	\Windows\System32	216
0xa48e003b3cf0	\$Directory	216
0xa48e003b3e80	\CMNotify	216
0xa48e003b4330	\CMNotify	216
0xa48e003b44c0	\CMNotify	216
0xa48e003b4650	\$Directory	216
0xa48e003b47e0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	216
0xa48e003b4970	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0xa48e003b4b00	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2	216
0xa48e003b4c90	\Windows\System32\en-US\mswsock.dll.mui	216
0xa48e003b4e20	\Windows\System32\en-US\windows.ui.xaml.dll.mui	216
0xa48e003b5140	\Windows\System32\UIAutomationCore.dll	216
0xa48e003b5460	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.dll	216
0xa48e003b5490	å“¨;ê’Žï¿¿å“¨;ê’Žï¿¿	0
0xa48e003b55f0	\$Directory	216
0xa48e003b5780	\$Directory	216
0xa48e003b5aa0	\Windows\System32\Speech_OneCore\common\sapi_onecore.dll	216
0xa48e003b5c30	\Windows\System32\winmmbase.dll	216
0xa48e003b5dc0	\Windows\Fonts\segoeuib.ttf	216
0xa48e003b60e0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xa48e003b6270	\Windows\System32\ConstraintIndex.Search.dll	216
0xa48e003b6400	\Windows\System32\en-US\winnlsres.dll.mui	216
0xa48e003b6590	\Users\santaclaus\AppData\Local\Microsoft\Windows\WebCache\V01.log	216
0xa48e003b6720	\Windows\System32\en-US\Windows.Globalization.dll.mui	216
